Date,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep Hours,Sleep Quality,Exercise (mins/day),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level,Weekday
2024-09-27,20,2,22.57,3.96,5.39,4,25,139,4.396997021948204,3,10,6,Friday
2024-08-20,30,2,22.78,3.94,5.15,5,84,171,11.145889177679576,5,7,9,Tuesday
2024-05-28,50,0,22.67,5.17,6.5,8,23,37,6.229709721129192,8,3,1,Tuesday
2024-11-26,40,0,22.28,3.67,5.38,9,46,108,4.579378502885478,4,8,4,Tuesday
2024-02-05,40,0,22.23,5.95,7.71,6,34,162,8.80820701990952,5,9,6,Monday
2024-08-08,50,0,23.07,5.05,5.98,9,77,156,11.263124803302665,8,8,7,Thursday
2024-01-26,50,1,23.95,8.25,8.3,6,55,93,9.728747859919691,9,8,9,Friday
2024-01-25,20,2,22.73,7.64,8.9,10,73,168,5.34570881867368,5,5,9,Thursday
2024-11-23,50,0,22.9,8.11,9.21,8,32,33,7.488332663303602,8,9,3,Saturday
2024-11-02,40,1,21.45,4.44,6.99,4,18,156,7.317584946441025,5,1,8,Saturday
2024-07-04,20,0,20.42,1.62,5.21,3,83,100,9.687437093983068,10,2,6,Thursday
2024-10-05,20,2,21.93,5.09,7.16,9,87,54,9.116496784271686,8,7,9,Saturday
2024-01-26,20,2,22.53,5.5,6.97,8,8,155,5.791249615307844,8,6,6,Friday
2024-07-14,30,0,21.57,4.98,7.41,5,29,37,9.987170849677945,6,8,2,Sunday
2024-06-28,50,1,20.67,1.62,4.95,9,36,139,8.899916056776668,4,1,4,Friday
2024-07-19,20,2,22.33,7.16,8.83,6,82,166,4.584414214485284,7,2,1,Friday
2024-12-13,50,2,22.95,8.15,9.2,6,44,136,8.19853400291793,6,2,10,Friday
2024-05-21,50,0,23.58,8.61,9.03,8,45,47,6.297054697497146,1,7,8,Tuesday
2024-02-21,50,0,23.27,5.37,6.11,3,5,178,8.749500954696165,10,9,9,Wednesday
2024-01-13,30,0,23.58,4.54,4.96,4,71,76,6.601769530997074,2,6,7,Saturday
2024-03-03,40,1,20.6,3.05,6.45,4,56,27,10.994372481777392,2,9,3,Sunday
2024-07-14,40,2,22.95,4.97,6.02,6,85,11,8.197507296747819,5,5,2,Sunday
2024-08-31,50,0,22.5,6.75,8.25,1,49,0,7.8015817556555955,10,6,2,Saturday
2024-10-04,20,2,20.82,6.23,9.42,2,38,73,10.755410664960696,7,5,4,Friday
2024-07-06,40,0,20.42,5.08,8.66,10,9,1,9.696944450673085,9,7,10,Saturday
2024-09-04,20,0,22.1,7.14,9.04,8,80,42,9.988517747629016,3,4,7,Wednesday
2024-10-22,50,2,20.63,1.85,5.22,1,80,61,5.808793549013537,2,8,6,Tuesday
2024-11-11,10,0,22.22,6.77,8.56,5,55,54,9.819178350767611,9,4,10,Monday
2024-02-05,30,2,21.78,4.13,6.34,3,33,176,4.751279718648241,2,7,9,Monday
2024-08-17,40,0,23.22,5.48,6.27,9,3,31,11.596817176269052,10,1,10,Saturday
2024-07-07,20,2,23.55,4.88,5.33,8,64,32,9.072006139327904,9,5,2,Sunday
2024-10-25,30,2,23.83,6.79,6.96,4,7,103,8.636887193826272,7,9,5,Friday
2024-09-05,20,1,23.0,7.26,8.26,10,52,18,6.71270090610144,1,8,5,Thursday
2024-12-26,30,2,20.0,1.09,5.09,6,25,58,11.997085003403551,6,5,5,Thursday
2024-10-13,40,0,22.23,6.77,8.53,4,76,169,7.950687525215387,2,3,9,Sunday
2024-07-21,50,0,21.13,1.68,4.54,5,73,62,7.466005941566003,5,8,1,Sunday
2024-09-01,50,0,20.8,4.52,7.72,5,69,10,11.53874806137086,7,7,2,Sunday
2024-01-31,30,0,22.02,6.4,8.38,10,24,162,10.6656756552821,6,7,3,Wednesday
2024-08-10,20,0,21.05,1.83,4.78,4,19,136,9.579690137813817,6,9,4,Saturday
2024-06-17,50,0,20.3,1.94,5.64,5,14,36,6.043426248368724,9,7,6,Monday
2024-07-31,20,0,23.0,7.5,8.5,1,68,147,5.058644448960731,7,2,2,Wednesday
2024-10-29,40,0,20.67,5.45,8.79,8,4,156,8.454387074985373,1,6,4,Tuesday
2024-03-19,50,1,23.4,7.26,7.86,10,81,55,6.948965219986309,10,2,1,Tuesday
2024-05-14,20,1,20.03,2.78,6.75,3,69,17,4.646233710994749,4,6,4,Tuesday
2024-06-20,30,1,21.2,2.1,4.9,2,29,87,8.897672506057727,1,9,1,Thursday
2024-11-25,20,1,22.38,6.22,7.84,10,86,115,7.958057916686434,4,5,9,Monday
2024-04-17,50,1,22.9,3.43,4.53,8,24,171,8.284918254994654,10,7,2,Wednesday
2024-05-21,30,0,21.48,3.61,6.12,4,48,22,7.3623220804340415,6,3,3,Tuesday
2024-04-09,20,2,23.52,8.86,9.35,2,84,105,7.845927299277781,10,5,9,Tuesday
2024-03-27,10,2,22.82,5.07,6.26,10,14,74,6.800570498199623,9,4,9,Wednesday
2024-11-26,10,2,20.15,2.69,6.54,2,65,76,8.189379199991881,4,2,10,Tuesday
2024-06-26,50,2,23.15,4.35,5.2,1,21,121,7.585029595721276,4,4,10,Wednesday
2024-11-21,30,1,21.48,5.43,7.95,8,3,154,8.570911757353258,9,5,6,Thursday
2024-09-17,40,1,22.58,6.07,7.48,7,71,164,6.057417088195418,6,3,9,Tuesday
2024-04-01,40,2,22.15,5.86,7.71,3,61,152,4.736779422324185,10,6,2,Monday
2024-11-30,20,1,22.85,4.32,5.47,10,12,150,9.6222630173278,4,4,1,Saturday
2024-09-08,30,1,21.05,2.3,5.25,9,69,146,7.9143212600301,1,7,3,Sunday
2024-04-18,20,0,20.45,2.29,5.84,4,37,169,9.565121725751489,8,9,2,Thursday
2024-10-21,50,1,21.23,2.58,5.34,1,17,95,9.23697196637644,2,10,10,Monday
2024-06-12,40,1,21.38,2.42,5.04,7,80,124,10.50484037688675,5,2,2,Wednesday
2024-06-01,30,2,21.02,4.18,7.16,5,67,13,10.360699685282077,2,4,3,Saturday
2024-09-21,40,1,22.72,4.0,5.28,8,8,35,7.76187967687425,3,2,3,Saturday
2024-01-23,20,1,23.22,5.38,6.16,3,14,7,4.088377161702221,3,4,4,Tuesday
2024-01-06,40,0,22.23,4.78,6.55,3,27,139,8.55609495475537,8,9,5,Saturday
2024-12-21,20,2,20.98,1.66,4.67,5,5,75,7.583539337417315,6,1,6,Saturday
2024-10-16,20,0,21.08,4.4,7.32,4,20,89,9.505395493778106,10,7,10,Wednesday
2024-11-21,40,0,20.9,4.75,7.85,2,43,30,10.834141541260244,5,4,2,Thursday
2024-10-01,40,2,20.17,4.45,8.28,2,44,163,6.017561291423346,3,10,8,Tuesday
2024-04-11,30,2,20.33,1.16,4.82,10,14,87,5.684313174702743,10,10,10,Thursday
2024-08-31,40,2,21.25,4.96,7.71,3,30,89,9.37042810474813,8,3,10,Saturday
2024-03-26,20,1,23.0,4.44,5.44,4,74,177,6.414712961980124,2,4,5,Tuesday
2024-10-12,30,0,21.07,6.14,9.08,8,88,53,5.132390807902587,4,2,2,Saturday
2024-07-10,40,1,20.78,4.62,7.84,8,2,49,4.815470443060868,7,6,8,Wednesday
2024-02-24,20,2,21.47,5.15,7.68,10,48,28,9.021861884498126,3,3,5,Saturday
2024-09-23,30,2,21.03,4.04,7.01,9,27,37,7.794981119796952,5,6,6,Monday
2024-10-31,50,1,20.92,1.42,4.51,5,0,159,10.633561128127509,8,5,3,Thursday
2024-01-08,40,2,23.9,5.44,5.54,5,53,38,5.199154362625265,10,7,7,Monday
2024-09-03,50,2,23.57,7.89,8.33,2,50,95,4.065889932735681,8,10,10,Tuesday
2024-12-03,30,0,22.35,7.37,9.02,2,42,63,6.452792612199004,9,1,7,Tuesday
2024-02-23,20,0,23.58,6.83,7.24,2,63,147,6.364792999879028,1,8,5,Friday
2024-03-27,30,0,22.65,7.34,8.69,3,51,90,11.576700375804442,2,1,2,Wednesday
2024-01-31,50,1,20.55,2.62,6.07,7,58,16,10.695394639274337,6,3,1,Wednesday
2024-04-21,20,1,20.27,3.28,7.01,10,7,94,9.944015348167584,10,10,8,Sunday
2024-11-27,30,2,23.83,9.09,9.26,3,11,8,5.418490028181159,6,5,1,Wednesday
2024-10-31,30,2,22.12,2.71,4.59,7,78,110,6.560442840443826,10,7,10,Thursday
2024-03-22,30,2,22.57,6.71,8.15,1,77,25,5.75184183913246,6,10,10,Friday
2024-10-19,20,1,21.75,6.66,8.91,4,81,1,6.507306918829361,10,2,6,Saturday
2024-03-23,10,1,23.4,7.99,8.59,2,18,149,9.073030486934424,7,10,3,Saturday
2024-12-08,50,1,22.92,5.54,6.62,9,69,36,9.036082577221196,7,9,7,Sunday
2024-10-23,20,0,21.05,2.05,5.0,9,64,23,9.464641387793083,9,3,10,Wednesday
2024-09-24,20,2,20.15,1.93,5.78,4,5,118,8.756387060893257,4,4,5,Tuesday
2024-07-08,30,1,22.73,5.56,6.82,9,64,78,7.409851666118114,4,6,5,Monday
2024-03-04,50,2,20.38,5.04,8.66,7,88,66,7.145845583783021,2,10,7,Monday
2024-02-08,50,0,23.32,4.97,5.65,2,76,115,8.453749005865323,9,9,10,Thursday
2024-04-04,40,1,22.15,3.71,5.56,10,66,168,7.464608820694341,10,4,8,Thursday
2024-12-30,20,0,20.98,2.06,5.08,4,14,116,8.614086779487394,4,3,2,Monday
2024-11-03,20,0,20.32,3.23,6.91,5,28,177,10.390986489472198,10,9,3,Sunday
2024-06-09,30,0,23.33,5.38,6.04,4,14,46,8.34827502699299,10,6,1,Sunday
2024-09-06,50,2,22.9,6.39,7.49,6,28,109,9.021603308805918,7,7,4,Friday
2024-10-11,50,2,20.25,1.83,5.58,2,49,121,6.69339067402954,8,8,1,Friday
2024-07-27,20,0,23.73,4.86,5.13,3,3,166,8.752837106203401,8,7,10,Saturday
2024-10-07,20,0,21.77,4.58,6.81,4,49,132,11.56040442715683,6,10,1,Monday
2024-04-12,30,2,20.23,1.85,5.61,5,83,95,10.788701256247023,9,9,3,Friday
2024-08-08,40,0,22.0,4.98,6.98,5,45,38,4.294222341864719,3,10,9,Thursday
2024-02-21,30,2,23.95,5.7,5.75,7,38,162,8.080553511605665,4,4,8,Wednesday
2024-06-05,20,2,20.07,4.93,8.86,4,74,29,5.72057177172042,7,5,8,Wednesday
2024-07-19,50,2,20.58,5.03,8.44,5,85,2,4.701871418101591,3,6,10,Friday
2024-07-08,40,2,23.88,4.57,4.69,2,30,39,10.55304177248801,9,4,8,Monday
2024-04-04,30,0,22.28,5.21,6.93,4,27,17,6.252594286844242,7,8,6,Thursday
2024-01-01,20,1,21.45,4.36,6.91,1,0,135,10.568989008941797,8,8,10,Monday
2024-04-20,50,1,23.82,8.39,8.57,10,82,172,4.591705498167648,2,4,5,Saturday
2024-02-19,30,0,22.87,7.44,8.57,5,59,57,10.36112578009218,10,6,3,Monday
2024-02-21,20,1,21.8,6.72,8.92,1,56,177,7.328407241094155,6,7,1,Wednesday
2024-09-15,40,1,21.55,3.23,5.68,9,83,24,4.947174731421232,9,9,7,Sunday
2024-07-08,40,1,20.25,2.18,5.93,8,25,136,4.35948361962181,3,4,7,Monday
2024-10-09,30,2,20.1,1.13,5.03,7,14,140,11.595963453913294,2,8,7,Wednesday
2024-04-06,50,2,20.45,4.4,7.95,9,76,120,4.607682295719335,2,5,5,Saturday
2024-07-22,40,2,23.15,3.74,4.59,5,62,26,9.9610619879872,10,1,6,Monday
2024-01-11,50,2,20.33,3.21,6.88,5,18,76,8.987454347546887,9,8,3,Thursday
2024-10-31,50,2,23.0,3.69,4.69,5,85,49,4.484502747301068,7,1,4,Thursday
2024-12-29,40,1,20.53,3.03,6.5,1,79,53,10.712972824849318,6,2,9,Sunday
2024-12-30,20,2,20.25,4.06,7.81,2,26,41,5.915909716561039,3,8,10,Monday
2024-09-10,40,0,23.37,5.35,5.98,9,19,107,9.332307642381512,8,1,4,Tuesday
2024-06-24,40,1,20.8,1.33,4.53,3,70,96,10.976237878742934,10,2,10,Monday
2024-07-14,40,2,21.38,6.36,8.98,6,62,18,5.283073070749371,8,4,3,Sunday
2024-03-10,40,2,21.72,3.03,5.31,8,54,167,6.742949916219319,4,4,4,Sunday
2024-06-14,50,2,22.33,6.86,8.53,10,70,21,4.337203335703474,10,2,10,Friday
2024-11-25,40,0,22.1,5.77,7.67,2,12,7,8.92745605669335,1,6,9,Monday
2024-06-24,50,2,23.23,7.8,8.57,9,62,111,8.255127661272798,10,4,2,Monday
2024-01-13,50,0,23.17,7.63,8.46,8,88,0,4.118641299453663,1,8,8,Saturday
2024-12-12,40,0,20.48,4.57,8.08,3,48,171,10.604869380060752,1,1,1,Thursday
2024-07-27,50,1,23.1,4.19,5.09,9,86,32,11.67003692971923,1,6,10,Saturday
2024-10-16,50,1,22.13,4.32,6.18,3,67,6,4.972945254557195,8,10,5,Wednesday
2024-09-25,50,2,22.83,8.31,9.48,4,85,45,11.412456921134703,5,5,10,Wednesday
2024-09-30,40,1,23.18,4.9,5.71,6,86,24,5.414413331712515,10,1,8,Monday
2024-06-23,40,0,22.4,5.73,7.33,8,23,12,7.104394160467314,5,4,10,Sunday
2024-02-11,30,2,20.87,5.12,8.26,4,39,13,8.393245526321913,5,6,2,Sunday
2024-10-30,30,0,22.87,7.53,8.66,4,4,51,9.639762670457646,2,5,5,Wednesday
2024-06-03,50,2,23.33,6.1,6.77,8,48,73,5.968792980610528,2,2,9,Monday
2024-05-11,20,1,23.02,5.75,6.74,5,83,84,6.200322071525867,7,8,4,Saturday
2024-10-09,30,1,23.37,5.25,5.88,5,72,3,4.272765582826162,2,6,7,Wednesday
2024-12-25,50,0,21.35,3.43,6.08,6,83,142,4.679758699457994,8,9,9,Wednesday
2024-08-26,20,2,22.2,7.5,9.3,6,61,153,10.780890993725194,9,1,9,Monday
2024-09-12,10,0,21.65,5.68,8.03,5,74,2,9.341391608066296,2,6,3,Thursday
2024-04-23,40,1,23.23,4.82,5.58,6,47,11,10.808735057857156,7,2,7,Tuesday
2024-10-16,50,2,22.22,6.35,8.13,4,80,73,5.279526418935429,8,2,3,Wednesday
2024-12-24,20,1,21.9,4.42,6.52,1,25,21,11.618411076808854,5,3,2,Tuesday
2024-03-13,30,2,23.03,8.42,9.39,6,6,166,11.662554590506073,3,7,4,Wednesday
2024-03-28,50,1,20.65,1.31,4.66,1,6,118,6.773123455705543,8,2,3,Thursday
2024-04-01,50,1,20.15,1.91,5.76,9,5,118,9.924151516942938,5,3,5,Monday
2024-01-25,30,0,22.52,5.05,6.53,2,0,135,7.449966329442216,2,4,1,Thursday
2024-12-06,10,0,22.58,4.42,5.84,7,21,177,4.612958511437189,8,8,10,Friday
2024-10-28,20,1,21.53,6.9,9.37,8,81,61,8.634142636601595,3,5,8,Monday
2024-02-25,20,0,23.53,4.6,5.07,10,44,136,8.81094101592053,10,2,10,Sunday
2024-05-28,10,2,20.4,1.04,4.64,1,71,72,6.013315480363766,1,8,5,Tuesday
2024-05-14,50,0,22.12,4.09,5.97,2,70,85,5.231794809325471,6,2,1,Tuesday
2024-05-10,50,1,23.25,3.76,4.51,4,88,177,6.920410220334444,8,8,9,Friday
2024-02-28,40,2,22.9,7.45,8.55,4,84,114,8.830778921450172,5,1,3,Wednesday
2024-10-01,40,1,22.85,3.65,4.8,5,70,133,11.530072513421182,1,4,8,Tuesday
2024-06-13,40,2,23.65,8.11,8.46,5,27,103,10.977174878871,7,9,2,Thursday
2024-03-03,40,2,21.95,7.41,9.46,3,55,9,7.542964048847124,2,10,10,Sunday
2024-01-01,50,0,22.4,5.23,6.83,1,61,66,7.033695249885075,8,1,8,Monday
2024-07-27,50,1,20.83,1.89,5.06,6,88,59,8.841137574422941,6,1,2,Saturday
2024-10-18,20,0,23.4,4.57,5.17,8,5,166,5.675358534402247,8,9,3,Friday
2024-03-05,50,1,20.48,4.97,8.49,6,53,171,11.921903072698546,1,5,10,Tuesday
2024-08-14,40,1,20.15,2.47,6.32,2,48,85,5.34097576604321,9,5,4,Wednesday
2024-04-16,50,2,23.13,6.99,7.86,7,50,162,5.711382963997742,6,7,4,Tuesday
2024-07-10,20,1,21.88,4.28,6.4,1,73,116,11.113905100214604,10,3,8,Wednesday
2024-08-05,40,0,22.3,7.57,9.27,5,23,174,9.005337445052746,2,4,9,Monday
2024-12-17,20,0,21.1,3.36,6.26,5,15,132,7.357237958872041,10,5,7,Tuesday
2024-03-22,20,2,20.02,0.56,4.54,7,71,63,10.269623910087802,7,2,5,Friday
2024-08-08,50,2,21.88,7.17,9.28,7,0,166,5.600130090126612,9,8,5,Thursday
2024-07-29,50,2,22.82,7.38,8.56,5,40,118,11.267708114083147,3,6,9,Monday
2024-02-11,10,2,21.52,5.97,8.45,8,89,74,6.698636248827318,4,9,8,Sunday
2024-09-08,50,1,20.67,2.57,5.91,8,20,124,11.611709437966557,4,1,9,Sunday
2024-07-08,20,1,20.25,0.82,4.57,2,14,55,5.64503580425825,1,1,4,Monday
2024-05-27,10,0,22.7,3.8,5.1,10,75,11,8.800991519515971,1,5,2,Monday
2024-02-17,30,2,22.0,4.02,6.02,2,35,146,4.34848544457936,5,3,7,Saturday
2024-03-09,30,2,23.58,6.05,6.46,2,50,33,8.585023386180517,1,2,9,Saturday
2024-12-14,40,1,23.97,7.32,7.35,10,36,125,9.167332211244112,8,7,2,Saturday
2024-01-21,20,1,22.58,7.86,9.27,8,61,65,5.03504744854033,4,7,1,Sunday
2024-01-16,40,1,22.18,2.9,4.71,8,49,35,10.253778127903676,6,2,4,Tuesday
2024-06-12,50,2,21.82,6.67,8.86,5,55,25,5.741327008527506,3,7,4,Wednesday
2024-11-27,40,1,21.97,3.48,5.51,2,40,131,7.207509887970875,6,8,2,Wednesday
2024-08-18,30,0,23.32,7.51,8.19,8,29,65,4.513082017899066,9,5,2,Sunday
2024-08-30,50,0,21.92,2.79,4.87,2,24,52,10.570635602801948,7,5,2,Friday
2024-01-16,50,1,21.83,4.35,6.52,3,29,122,8.130718550706613,7,7,5,Tuesday
2024-12-01,30,2,22.05,7.0,8.95,3,4,145,10.627997697154154,7,5,7,Sunday
2024-12-26,20,1,20.15,3.48,7.33,4,84,103,9.769086828792348,4,4,7,Thursday
2024-05-12,40,0,21.42,2.42,5.0,5,24,19,9.868466823484052,9,5,3,Sunday
2024-07-07,40,0,21.17,4.57,7.41,3,33,86,9.425460676712545,3,3,4,Sunday
2024-10-12,20,1,22.62,3.77,5.15,9,58,7,4.877790409976961,3,9,8,Saturday
2024-10-01,50,1,22.45,7.16,8.71,6,2,95,9.076401126893016,8,3,8,Tuesday
2024-09-25,50,2,20.42,4.04,7.63,2,56,111,7.7894820832269716,7,8,1,Wednesday
2024-04-24,20,0,23.58,4.72,5.13,9,50,144,11.164160963046609,6,4,3,Wednesday
2024-08-03,20,0,20.98,6.03,9.05,8,64,151,9.043373985351383,6,10,9,Saturday
2024-05-27,50,0,23.88,4.58,4.7,6,0,36,9.905535178595994,8,10,4,Monday
2024-08-15,50,0,21.5,6.21,8.71,8,20,72,7.232239602627679,2,4,8,Thursday
2024-04-05,30,2,20.38,1.31,4.93,8,25,56,4.381465153998106,5,1,4,Friday
2024-12-16,20,2,20.73,3.76,7.03,4,33,135,7.480727413596194,6,4,6,Monday
2024-07-07,40,0,23.27,4.86,5.59,2,37,129,10.025597615313837,6,8,8,Sunday
2024-09-01,50,2,22.23,3.79,5.55,1,67,31,8.942522238071113,3,6,10,Sunday
2024-08-17,20,0,23.13,4.89,5.75,4,71,114,9.863378077044556,10,8,1,Saturday
2024-03-14,50,0,22.82,5.7,6.88,6,46,134,9.295124437607203,10,6,1,Thursday
2024-09-07,30,0,23.4,6.97,7.57,5,3,104,9.58586391850504,3,5,3,Saturday
2024-03-30,30,0,21.38,2.97,5.59,3,86,18,11.446749357465556,3,2,8,Saturday
2024-03-25,20,2,22.38,3.03,4.65,1,57,109,5.988288016102691,8,8,7,Monday
2024-11-30,50,2,22.07,5.85,7.78,1,52,121,9.338894379934464,2,8,1,Saturday
2024-10-11,50,1,20.87,3.53,6.67,4,87,51,11.482002515154663,1,2,7,Friday
2024-09-29,20,1,21.62,3.83,6.21,2,49,68,8.91292123569958,7,5,8,Sunday
2024-08-05,30,2,23.33,6.55,7.21,1,50,58,7.639252823059177,2,6,1,Monday
2024-01-06,20,2,20.2,5.46,9.26,1,12,26,9.39220943300906,3,10,9,Saturday
2024-04-06,30,1,21.6,5.93,8.33,6,86,28,6.589302248286402,6,6,5,Saturday
2024-04-13,50,1,20.6,6.08,9.48,7,4,51,7.415729594249754,10,6,7,Saturday
2024-05-24,30,1,22.72,4.81,6.09,6,49,69,8.803645498201162,10,7,3,Friday
2024-04-27,40,2,23.03,6.97,7.94,3,59,48,8.573117786161184,9,4,3,Saturday
2024-02-17,10,2,20.5,1.42,4.92,1,6,112,8.220116159108358,6,6,7,Saturday
2024-12-12,30,0,20.92,6.28,9.36,10,39,135,6.72087149202295,5,3,7,Thursday
2024-01-27,50,0,23.72,6.85,7.13,5,64,75,8.996681961209399,2,2,4,Saturday
2024-11-23,40,2,23.13,4.2,5.07,10,73,30,10.00863355121949,3,1,1,Saturday
2024-11-06,50,2,21.85,4.82,6.97,3,78,36,5.572806374519122,10,8,9,Wednesday
2024-10-26,20,1,23.68,8.25,8.57,8,85,88,8.593828914621298,9,10,10,Saturday
2024-07-19,50,2,23.5,7.07,7.57,6,5,46,9.16483290275702,5,5,2,Friday
2024-03-02,30,2,22.85,7.35,8.5,9,45,118,8.269765290816645,2,6,8,Saturday
2024-02-28,50,1,21.45,5.48,8.03,9,24,43,6.1227397984554655,9,3,5,Wednesday
2024-02-03,30,0,21.52,5.1,7.58,1,6,78,11.786085946911196,10,7,4,Saturday
2024-04-11,30,0,21.9,5.35,7.45,3,45,176,8.026163584804674,6,5,6,Thursday
2024-03-05,20,2,20.48,5.59,9.11,3,19,53,7.549425597243675,9,6,7,Tuesday
2024-06-28,50,0,21.43,6.09,8.66,3,32,33,5.242504161173651,10,4,4,Friday
2024-03-17,40,1,22.25,2.84,4.59,4,19,119,4.080723240175052,10,6,3,Sunday
2024-11-26,50,1,22.52,6.2,7.69,4,29,20,6.571370222493365,3,7,6,Tuesday
2024-03-03,20,0,22.63,6.51,7.88,2,10,43,6.042925012162399,10,2,7,Sunday
2024-11-16,50,2,20.13,0.85,4.71,1,51,32,8.377968336802297,4,9,8,Saturday
2024-08-19,30,1,21.62,7.02,9.41,5,25,122,6.6341907131207005,6,10,3,Monday
2024-12-29,50,1,20.88,5.37,8.48,4,23,148,8.811009691545284,6,8,5,Sunday
2024-08-28,50,1,22.77,7.35,8.58,10,66,71,11.555903038761947,10,3,10,Wednesday
2024-12-13,30,0,23.97,6.26,6.29,2,53,77,6.848717390037976,3,8,2,Friday
2024-12-26,50,1,22.73,4.26,5.52,2,83,48,9.700623545978086,10,1,6,Thursday
2024-02-04,20,1,20.8,2.42,5.62,10,2,23,7.834208642351106,10,4,9,Sunday
2024-05-21,50,2,22.1,2.82,4.72,2,78,80,6.894397438904451,4,2,2,Tuesday
2024-05-31,40,1,21.42,4.79,7.37,2,1,158,9.682182788553998,4,6,7,Friday
2024-04-16,20,2,20.0,2.2,6.2,4,86,87,6.102514196423534,4,5,1,Tuesday
2024-08-10,20,0,21.43,2.83,5.4,8,5,14,5.122137707673351,6,8,8,Saturday
2024-01-07,40,0,22.02,5.32,7.31,2,74,114,9.80682467470716,9,8,6,Sunday
2024-05-12,50,0,21.13,2.19,5.06,10,4,53,5.885138655997496,3,6,9,Sunday
2024-10-20,20,1,20.25,5.73,9.48,2,80,36,6.851148009586323,1,4,6,Sunday
2024-07-09,40,2,22.22,6.99,8.78,10,26,136,5.518108465168087,10,6,2,Tuesday
2024-06-10,20,0,22.27,6.25,7.98,5,71,137,10.9666609702828,9,8,3,Monday
2024-08-12,20,0,23.28,5.14,5.85,6,52,29,4.197309506384086,10,2,8,Monday
2024-12-09,30,1,23.82,7.99,8.17,1,72,45,5.186260303167328,1,2,8,Monday
2024-09-17,50,0,20.78,1.89,5.11,6,6,95,7.451451736299906,2,6,6,Tuesday
2024-03-16,40,2,21.82,2.5,4.68,4,8,109,6.603751909412981,8,2,9,Saturday
2024-01-31,20,2,22.7,6.89,8.19,2,87,46,8.810466910517633,10,3,7,Wednesday
2024-03-14,50,1,21.47,2.84,5.37,5,76,89,7.578332318981024,4,8,8,Thursday
2024-03-19,50,0,22.65,7.27,8.62,7,89,57,9.218769980665105,8,1,7,Tuesday
2024-04-29,50,1,21.93,5.68,7.74,6,85,111,8.926340416811083,4,4,2,Monday
2024-08-08,30,1,23.33,4.77,5.43,4,64,129,5.008928565957066,9,2,9,Thursday
2024-02-11,20,1,21.95,5.75,7.8,3,37,40,9.212631423842016,8,6,8,Sunday
2024-03-19,30,0,20.0,2.58,6.58,10,76,92,11.369985186621555,6,5,2,Tuesday
2024-11-24,50,1,20.12,5.54,9.42,8,66,18,6.362255763863598,1,4,2,Sunday
2024-06-06,30,2,22.87,6.59,7.72,9,19,134,10.32823901609401,2,10,5,Thursday
2024-01-28,10,1,23.78,8.51,8.73,8,47,35,10.28693485364708,9,2,1,Sunday
2024-09-20,30,2,21.08,4.76,7.67,5,48,33,5.285724679132045,10,10,6,Friday
2024-09-07,30,2,20.85,5.73,8.88,10,63,33,6.9278952080224565,7,6,1,Saturday
2024-05-19,30,1,21.27,4.17,6.91,7,40,78,6.237291256119889,4,4,7,Sunday
2024-11-16,50,2,20.63,5.61,8.98,3,84,163,4.297402304397168,1,5,6,Saturday
2024-10-19,20,0,20.83,2.89,6.06,5,65,116,10.16718723455042,2,10,9,Saturday
2024-05-17,40,2,20.12,3.22,7.1,6,44,167,10.228366571381512,9,3,2,Friday
2024-10-24,20,0,23.12,8.06,8.94,5,17,153,5.507158139203938,7,7,2,Thursday
2024-04-12,20,1,23.12,8.49,9.38,5,77,110,6.775736604995871,2,2,4,Friday
2024-08-04,40,0,22.2,7.7,9.5,9,73,64,4.214164685625023,9,4,2,Sunday
2024-01-06,40,2,21.08,2.05,4.97,1,43,62,9.462236001553045,6,3,9,Saturday
2024-03-11,50,0,22.67,5.39,6.73,9,3,176,11.421858238264033,2,8,5,Monday
2024-05-07,10,2,20.65,1.31,4.66,2,28,161,11.441124427100764,6,7,6,Tuesday
2024-07-28,40,1,23.33,4.87,5.53,9,26,18,11.730029657920715,4,3,10,Sunday
2024-04-11,20,1,20.63,5.44,8.81,10,18,123,6.541844372941118,9,4,9,Thursday
2024-04-01,50,0,20.27,2.64,6.37,5,85,49,4.357682196439172,6,2,2,Monday
2024-09-13,40,0,22.85,6.26,7.41,7,0,45,4.81257714915729,8,5,1,Friday
2024-04-01,50,2,21.67,2.43,4.76,5,31,155,8.118138992603544,4,9,5,Monday
2024-12-07,40,2,22.1,7.37,9.27,7,55,165,10.803623342270324,10,3,7,Saturday
2024-10-09,20,2,23.97,7.43,7.46,8,66,101,9.377189495459255,8,2,4,Wednesday
2024-12-03,10,1,23.55,8.58,9.03,7,37,66,7.376042006765784,7,1,9,Tuesday
2024-04-27,20,2,23.47,4.23,4.76,3,37,135,7.779682630831581,1,3,1,Saturday
2024-05-22,40,1,22.02,4.06,6.05,8,44,58,11.921321698043243,1,4,8,Wednesday
2024-06-25,50,1,20.97,5.73,8.77,4,85,61,7.977963841516506,8,8,8,Tuesday
2024-06-30,40,1,22.25,5.0,6.75,10,4,156,4.835379569271265,6,4,2,Sunday
2024-02-29,10,2,21.8,5.71,7.91,5,73,72,8.373895583870944,8,10,7,Thursday
2024-10-09,20,1,21.73,2.31,4.58,10,41,171,7.55035872783783,7,9,5,Wednesday
2024-01-08,20,2,20.03,5.16,9.13,2,43,45,5.028367660836084,9,3,10,Monday
